internalization_advantage,cross_node_learning,integration_threshold,conditional_target_size,equilibrium_firm_size,per_node_surplus_at_target,regime
0.30000000,0.06250000,0.65850386,7,0,-0.35850386,modular_market
0.30750000,0.06250000,0.65850386,7,0,-0.35100386,modular_market
0.31500000,0.06250000,0.65850386,7,0,-0.34350386,modular_market
0.32250000,0.06250000,0.65850386,7,0,-0.33600386,modular_market
0.33000000,0.06250000,0.65850386,7,0,-0.32850386,modular_market
0.33750000,0.06250000,0.65850386,7,0,-0.32100386,modular_market
0.34500000,0.06250000,0.65850386,7,0,-0.31350386,modular_market
0.35250000,0.06250000,0.65850386,7,0,-0.30600386,modular_market
0.36000000,0.06250000,0.65850386,7,0,-0.29850386,modular_market
0.36750000,0.06250000,0.65850386,7,0,-0.29100386,modular_market
0.37500000,0.06250000,0.65850386,7,0,-0.28350386,modular_market
0.38250000,0.06250000,0.65850386,7,0,-0.27600386,modular_market
0.39000000,0.06250000,0.65850386,7,0,-0.26850386,modular_market
0.39750000,0.06250000,0.65850386,7,0,-0.26100386,modular_market
0.40500000,0.06250000,0.65850386,7,0,-0.25350386,modular_market
0.41250000,0.06250000,0.65850386,7,0,-0.24600386,modular_market
0.42000000,0.06250000,0.65850386,7,0,-0.23850386,modular_market
0.42750000,0.06250000,0.65850386,7,0,-0.23100386,modular_market
0.43500000,0.06250000,0.65850386,7,0,-0.22350386,modular_market
0.44250000,0.06250000,0.65850386,7,0,-0.21600386,modular_market
0.45000000,0.06250000,0.65850386,7,0,-0.20850386,modular_market
0.45750000,0.06250000,0.65850386,7,0,-0.20100386,modular_market
0.46500000,0.06250000,0.65850386,7,0,-0.19350386,modular_market
0.47250000,0.06250000,0.65850386,7,0,-0.18600386,modular_market
0.48000000,0.06250000,0.65850386,7,0,-0.17850386,modular_market
0.48750000,0.06250000,0.65850386,7,0,-0.17100386,modular_market
0.49500000,0.06250000,0.65850386,7,0,-0.16350386,modular_market
0.50250000,0.06250000,0.65850386,7,0,-0.15600386,modular_market
0.51000000,0.06250000,0.65850386,7,0,-0.14850386,modular_market
0.51750000,0.06250000,0.65850386,7,0,-0.14100386,modular_market
0.52500000,0.06250000,0.65850386,7,0,-0.13350386,modular_market
0.53250000,0.06250000,0.65850386,7,0,-0.12600386,modular_market
0.54000000,0.06250000,0.65850386,7,0,-0.11850386,modular_market
0.54750000,0.06250000,0.65850386,7,0,-0.11100386,modular_market
0.55500000,0.06250000,0.65850386,7,0,-0.10350386,modular_market
0.56250000,0.06250000,0.65850386,7,0,-0.09600386,modular_market
0.57000000,0.06250000,0.65850386,7,0,-0.08850386,modular_market
0.57750000,0.06250000,0.65850386,7,0,-0.08100386,modular_market
0.58500000,0.06250000,0.65850386,7,0,-0.07350386,modular_market
0.59250000,0.06250000,0.65850386,7,0,-0.06600386,modular_market
0.60000000,0.06250000,0.65850386,7,0,-0.05850386,modular_market
0.60750000,0.06250000,0.65850386,7,0,-0.05100386,modular_market
0.61500000,0.06250000,0.65850386,7,0,-0.04350386,modular_market
0.62250000,0.06250000,0.65850386,7,0,-0.03600386,modular_market
0.63000000,0.06250000,0.65850386,7,0,-0.02850386,modular_market
0.63750000,0.06250000,0.65850386,7,0,-0.02100386,modular_market
0.64500000,0.06250000,0.65850386,7,0,-0.01350386,modular_market
0.65250000,0.06250000,0.65850386,7,0,-0.00600386,modular_market
0.66000000,0.06250000,0.65850386,7,7,0.00149614,finite_rollup
0.66750000,0.06250000,0.65850386,7,7,0.00899614,finite_rollup
0.67500000,0.06250000,0.65850386,7,7,0.01649614,finite_rollup
0.68250000,0.06250000,0.65850386,7,7,0.02399614,finite_rollup
0.69000000,0.06250000,0.65850386,7,7,0.03149614,finite_rollup
0.69750000,0.06250000,0.65850386,7,7,0.03899614,finite_rollup
0.70500000,0.06250000,0.65850386,7,7,0.04649614,finite_rollup
0.71250000,0.06250000,0.65850386,7,7,0.05399614,finite_rollup
0.72000000,0.06250000,0.65850386,7,7,0.06149614,finite_rollup
0.72750000,0.06250000,0.65850386,7,7,0.06899614,finite_rollup
0.73500000,0.06250000,0.65850386,7,7,0.07649614,finite_rollup
0.74250000,0.06250000,0.65850386,7,7,0.08399614,finite_rollup
0.75000000,0.06250000,0.65850386,7,7,0.09149614,finite_rollup
0.75750000,0.06250000,0.65850386,7,7,0.09899614,finite_rollup
0.76500000,0.06250000,0.65850386,7,7,0.10649614,finite_rollup
0.77250000,0.06250000,0.65850386,7,7,0.11399614,finite_rollup
0.78000000,0.06250000,0.65850386,7,7,0.12149614,finite_rollup
0.78750000,0.06250000,0.65850386,7,7,0.12899614,finite_rollup
0.79500000,0.06250000,0.65850386,7,7,0.13649614,finite_rollup
0.80250000,0.06250000,0.65850386,7,7,0.14399614,finite_rollup
0.81000000,0.06250000,0.65850386,7,7,0.15149614,finite_rollup
0.81750000,0.06250000,0.65850386,7,7,0.15899614,finite_rollup
0.82500000,0.06250000,0.65850386,7,7,0.16649614,finite_rollup
0.83250000,0.06250000,0.65850386,7,7,0.17399614,finite_rollup
0.84000000,0.06250000,0.65850386,7,7,0.18149614,finite_rollup
0.84750000,0.06250000,0.65850386,7,7,0.18899614,finite_rollup
0.85500000,0.06250000,0.65850386,7,7,0.19649614,finite_rollup
0.86250000,0.06250000,0.65850386,7,7,0.20399614,finite_rollup
0.87000000,0.06250000,0.65850386,7,7,0.21149614,finite_rollup
0.87750000,0.06250000,0.65850386,7,7,0.21899614,finite_rollup
0.88500000,0.06250000,0.65850386,7,7,0.22649614,finite_rollup
0.89250000,0.06250000,0.65850386,7,7,0.23399614,finite_rollup
0.90000000,0.06250000,0.65850386,7,7,0.24149614,finite_rollup
0.30000000,0.07500000,0.65100386,7,0,-0.35100386,modular_market
0.30750000,0.07500000,0.65100386,7,0,-0.34350386,modular_market
0.31500000,0.07500000,0.65100386,7,0,-0.33600386,modular_market
0.32250000,0.07500000,0.65100386,7,0,-0.32850386,modular_market
0.33000000,0.07500000,0.65100386,7,0,-0.32100386,modular_market
0.33750000,0.07500000,0.65100386,7,0,-0.31350386,modular_market
0.34500000,0.07500000,0.65100386,7,0,-0.30600386,modular_market
0.35250000,0.07500000,0.65100386,7,0,-0.29850386,modular_market
0.36000000,0.07500000,0.65100386,7,0,-0.29100386,modular_market
0.36750000,0.07500000,0.65100386,7,0,-0.28350386,modular_market
0.37500000,0.07500000,0.65100386,7,0,-0.27600386,modular_market
0.38250000,0.07500000,0.65100386,7,0,-0.26850386,modular_market
0.39000000,0.07500000,0.65100386,7,0,-0.26100386,modular_market
0.39750000,0.07500000,0.65100386,7,0,-0.25350386,modular_market
0.40500000,0.07500000,0.65100386,7,0,-0.24600386,modular_market
0.41250000,0.07500000,0.65100386,7,0,-0.23850386,modular_market
0.42000000,0.07500000,0.65100386,7,0,-0.23100386,modular_market
0.42750000,0.07500000,0.65100386,7,0,-0.22350386,modular_market
0.43500000,0.07500000,0.65100386,7,0,-0.21600386,modular_market
0.44250000,0.07500000,0.65100386,7,0,-0.20850386,modular_market
0.45000000,0.07500000,0.65100386,7,0,-0.20100386,modular_market
0.45750000,0.07500000,0.65100386,7,0,-0.19350386,modular_market
0.46500000,0.07500000,0.65100386,7,0,-0.18600386,modular_market
0.47250000,0.07500000,0.65100386,7,0,-0.17850386,modular_market
0.48000000,0.07500000,0.65100386,7,0,-0.17100386,modular_market
0.48750000,0.07500000,0.65100386,7,0,-0.16350386,modular_market
0.49500000,0.07500000,0.65100386,7,0,-0.15600386,modular_market
0.50250000,0.07500000,0.65100386,7,0,-0.14850386,modular_market
0.51000000,0.07500000,0.65100386,7,0,-0.14100386,modular_market
0.51750000,0.07500000,0.65100386,7,0,-0.13350386,modular_market
0.52500000,0.07500000,0.65100386,7,0,-0.12600386,modular_market
0.53250000,0.07500000,0.65100386,7,0,-0.11850386,modular_market
0.54000000,0.07500000,0.65100386,7,0,-0.11100386,modular_market
0.54750000,0.07500000,0.65100386,7,0,-0.10350386,modular_market
0.55500000,0.07500000,0.65100386,7,0,-0.09600386,modular_market
0.56250000,0.07500000,0.65100386,7,0,-0.08850386,modular_market
0.57000000,0.07500000,0.65100386,7,0,-0.08100386,modular_market
0.57750000,0.07500000,0.65100386,7,0,-0.07350386,modular_market
0.58500000,0.07500000,0.65100386,7,0,-0.06600386,modular_market
0.59250000,0.07500000,0.65100386,7,0,-0.05850386,modular_market
0.60000000,0.07500000,0.65100386,7,0,-0.05100386,modular_market
0.60750000,0.07500000,0.65100386,7,0,-0.04350386,modular_market
0.61500000,0.07500000,0.65100386,7,0,-0.03600386,modular_market
0.62250000,0.07500000,0.65100386,7,0,-0.02850386,modular_market
0.63000000,0.07500000,0.65100386,7,0,-0.02100386,modular_market
0.63750000,0.07500000,0.65100386,7,0,-0.01350386,modular_market
0.64500000,0.07500000,0.65100386,7,0,-0.00600386,modular_market
0.65250000,0.07500000,0.65100386,7,7,0.00149614,finite_rollup
0.66000000,0.07500000,0.65100386,7,7,0.00899614,finite_rollup
0.66750000,0.07500000,0.65100386,7,7,0.01649614,finite_rollup
0.67500000,0.07500000,0.65100386,7,7,0.02399614,finite_rollup
0.68250000,0.07500000,0.65100386,7,7,0.03149614,finite_rollup
0.69000000,0.07500000,0.65100386,7,7,0.03899614,finite_rollup
0.69750000,0.07500000,0.65100386,7,7,0.04649614,finite_rollup
0.70500000,0.07500000,0.65100386,7,7,0.05399614,finite_rollup
0.71250000,0.07500000,0.65100386,7,7,0.06149614,finite_rollup
0.72000000,0.07500000,0.65100386,7,7,0.06899614,finite_rollup
0.72750000,0.07500000,0.65100386,7,7,0.07649614,finite_rollup
0.73500000,0.07500000,0.65100386,7,7,0.08399614,finite_rollup
0.74250000,0.07500000,0.65100386,7,7,0.09149614,finite_rollup
0.75000000,0.07500000,0.65100386,7,7,0.09899614,finite_rollup
0.75750000,0.07500000,0.65100386,7,7,0.10649614,finite_rollup
0.76500000,0.07500000,0.65100386,7,7,0.11399614,finite_rollup
0.77250000,0.07500000,0.65100386,7,7,0.12149614,finite_rollup
0.78000000,0.07500000,0.65100386,7,7,0.12899614,finite_rollup
0.78750000,0.07500000,0.65100386,7,7,0.13649614,finite_rollup
0.79500000,0.07500000,0.65100386,7,7,0.14399614,finite_rollup
0.80250000,0.07500000,0.65100386,7,7,0.15149614,finite_rollup
0.81000000,0.07500000,0.65100386,7,7,0.15899614,finite_rollup
0.81750000,0.07500000,0.65100386,7,7,0.16649614,finite_rollup
0.82500000,0.07500000,0.65100386,7,7,0.17399614,finite_rollup
0.83250000,0.07500000,0.65100386,7,7,0.18149614,finite_rollup
0.84000000,0.07500000,0.65100386,7,7,0.18899614,finite_rollup
0.84750000,0.07500000,0.65100386,7,7,0.19649614,finite_rollup
0.85500000,0.07500000,0.65100386,7,7,0.20399614,finite_rollup
0.86250000,0.07500000,0.65100386,7,7,0.21149614,finite_rollup
0.87000000,0.07500000,0.65100386,7,7,0.21899614,finite_rollup
0.87750000,0.07500000,0.65100386,7,7,0.22649614,finite_rollup
0.88500000,0.07500000,0.65100386,7,7,0.23399614,finite_rollup
0.89250000,0.07500000,0.65100386,7,7,0.24149614,finite_rollup
0.90000000,0.07500000,0.65100386,7,7,0.24899614,finite_rollup
0.30000000,0.08750000,0.64350386,7,0,-0.34350386,modular_market
0.30750000,0.08750000,0.64350386,7,0,-0.33600386,modular_market
0.31500000,0.08750000,0.64350386,7,0,-0.32850386,modular_market
0.32250000,0.08750000,0.64350386,7,0,-0.32100386,modular_market
0.33000000,0.08750000,0.64350386,7,0,-0.31350386,modular_market
0.33750000,0.08750000,0.64350386,7,0,-0.30600386,modular_market
0.34500000,0.08750000,0.64350386,7,0,-0.29850386,modular_market
0.35250000,0.08750000,0.64350386,7,0,-0.29100386,modular_market
0.36000000,0.08750000,0.64350386,7,0,-0.28350386,modular_market
0.36750000,0.08750000,0.64350386,7,0,-0.27600386,modular_market
0.37500000,0.08750000,0.64350386,7,0,-0.26850386,modular_market
0.38250000,0.08750000,0.64350386,7,0,-0.26100386,modular_market
0.39000000,0.08750000,0.64350386,7,0,-0.25350386,modular_market
0.39750000,0.08750000,0.64350386,7,0,-0.24600386,modular_market
0.40500000,0.08750000,0.64350386,7,0,-0.23850386,modular_market
0.41250000,0.08750000,0.64350386,7,0,-0.23100386,modular_market
0.42000000,0.08750000,0.64350386,7,0,-0.22350386,modular_market
0.42750000,0.08750000,0.64350386,7,0,-0.21600386,modular_market
0.43500000,0.08750000,0.64350386,7,0,-0.20850386,modular_market
0.44250000,0.08750000,0.64350386,7,0,-0.20100386,modular_market
0.45000000,0.08750000,0.64350386,7,0,-0.19350386,modular_market
0.45750000,0.08750000,0.64350386,7,0,-0.18600386,modular_market
0.46500000,0.08750000,0.64350386,7,0,-0.17850386,modular_market
0.47250000,0.08750000,0.64350386,7,0,-0.17100386,modular_market
0.48000000,0.08750000,0.64350386,7,0,-0.16350386,modular_market
0.48750000,0.08750000,0.64350386,7,0,-0.15600386,modular_market
0.49500000,0.08750000,0.64350386,7,0,-0.14850386,modular_market
0.50250000,0.08750000,0.64350386,7,0,-0.14100386,modular_market
0.51000000,0.08750000,0.64350386,7,0,-0.13350386,modular_market
0.51750000,0.08750000,0.64350386,7,0,-0.12600386,modular_market
0.52500000,0.08750000,0.64350386,7,0,-0.11850386,modular_market
0.53250000,0.08750000,0.64350386,7,0,-0.11100386,modular_market
0.54000000,0.08750000,0.64350386,7,0,-0.10350386,modular_market
0.54750000,0.08750000,0.64350386,7,0,-0.09600386,modular_market
0.55500000,0.08750000,0.64350386,7,0,-0.08850386,modular_market
0.56250000,0.08750000,0.64350386,7,0,-0.08100386,modular_market
0.57000000,0.08750000,0.64350386,7,0,-0.07350386,modular_market
0.57750000,0.08750000,0.64350386,7,0,-0.06600386,modular_market
0.58500000,0.08750000,0.64350386,7,0,-0.05850386,modular_market
0.59250000,0.08750000,0.64350386,7,0,-0.05100386,modular_market
0.60000000,0.08750000,0.64350386,7,0,-0.04350386,modular_market
0.60750000,0.08750000,0.64350386,7,0,-0.03600386,modular_market
0.61500000,0.08750000,0.64350386,7,0,-0.02850386,modular_market
0.62250000,0.08750000,0.64350386,7,0,-0.02100386,modular_market
0.63000000,0.08750000,0.64350386,7,0,-0.01350386,modular_market
0.63750000,0.08750000,0.64350386,7,0,-0.00600386,modular_market
0.64500000,0.08750000,0.64350386,7,7,0.00149614,finite_rollup
0.65250000,0.08750000,0.64350386,7,7,0.00899614,finite_rollup
0.66000000,0.08750000,0.64350386,7,7,0.01649614,finite_rollup
0.66750000,0.08750000,0.64350386,7,7,0.02399614,finite_rollup
0.67500000,0.08750000,0.64350386,7,7,0.03149614,finite_rollup
0.68250000,0.08750000,0.64350386,7,7,0.03899614,finite_rollup
0.69000000,0.08750000,0.64350386,7,7,0.04649614,finite_rollup
0.69750000,0.08750000,0.64350386,7,7,0.05399614,finite_rollup
0.70500000,0.08750000,0.64350386,7,7,0.06149614,finite_rollup
0.71250000,0.08750000,0.64350386,7,7,0.06899614,finite_rollup
0.72000000,0.08750000,0.64350386,7,7,0.07649614,finite_rollup
0.72750000,0.08750000,0.64350386,7,7,0.08399614,finite_rollup
0.73500000,0.08750000,0.64350386,7,7,0.09149614,finite_rollup
0.74250000,0.08750000,0.64350386,7,7,0.09899614,finite_rollup
0.75000000,0.08750000,0.64350386,7,7,0.10649614,finite_rollup
0.75750000,0.08750000,0.64350386,7,7,0.11399614,finite_rollup
0.76500000,0.08750000,0.64350386,7,7,0.12149614,finite_rollup
0.77250000,0.08750000,0.64350386,7,7,0.12899614,finite_rollup
0.78000000,0.08750000,0.64350386,7,7,0.13649614,finite_rollup
0.78750000,0.08750000,0.64350386,7,7,0.14399614,finite_rollup
0.79500000,0.08750000,0.64350386,7,7,0.15149614,finite_rollup
0.80250000,0.08750000,0.64350386,7,7,0.15899614,finite_rollup
0.81000000,0.08750000,0.64350386,7,7,0.16649614,finite_rollup
0.81750000,0.08750000,0.64350386,7,7,0.17399614,finite_rollup
0.82500000,0.08750000,0.64350386,7,7,0.18149614,finite_rollup
0.83250000,0.08750000,0.64350386,7,7,0.18899614,finite_rollup
0.84000000,0.08750000,0.64350386,7,7,0.19649614,finite_rollup
0.84750000,0.08750000,0.64350386,7,7,0.20399614,finite_rollup
0.85500000,0.08750000,0.64350386,7,7,0.21149614,finite_rollup
0.86250000,0.08750000,0.64350386,7,7,0.21899614,finite_rollup
0.87000000,0.08750000,0.64350386,7,7,0.22649614,finite_rollup
0.87750000,0.08750000,0.64350386,7,7,0.23399614,finite_rollup
0.88500000,0.08750000,0.64350386,7,7,0.24149614,finite_rollup
0.89250000,0.08750000,0.64350386,7,7,0.24899614,finite_rollup
0.90000000,0.08750000,0.64350386,7,7,0.25649614,finite_rollup
0.30000000,0.10000000,0.63600386,7,0,-0.33600386,modular_market
0.30750000,0.10000000,0.63600386,7,0,-0.32850386,modular_market
0.31500000,0.10000000,0.63600386,7,0,-0.32100386,modular_market
0.32250000,0.10000000,0.63600386,7,0,-0.31350386,modular_market
0.33000000,0.10000000,0.63600386,7,0,-0.30600386,modular_market
0.33750000,0.10000000,0.63600386,7,0,-0.29850386,modular_market
0.34500000,0.10000000,0.63600386,7,0,-0.29100386,modular_market
0.35250000,0.10000000,0.63600386,7,0,-0.28350386,modular_market
0.36000000,0.10000000,0.63600386,7,0,-0.27600386,modular_market
0.36750000,0.10000000,0.63600386,7,0,-0.26850386,modular_market
0.37500000,0.10000000,0.63600386,7,0,-0.26100386,modular_market
0.38250000,0.10000000,0.63600386,7,0,-0.25350386,modular_market
0.39000000,0.10000000,0.63600386,7,0,-0.24600386,modular_market
0.39750000,0.10000000,0.63600386,7,0,-0.23850386,modular_market
0.40500000,0.10000000,0.63600386,7,0,-0.23100386,modular_market
0.41250000,0.10000000,0.63600386,7,0,-0.22350386,modular_market
0.42000000,0.10000000,0.63600386,7,0,-0.21600386,modular_market
0.42750000,0.10000000,0.63600386,7,0,-0.20850386,modular_market
0.43500000,0.10000000,0.63600386,7,0,-0.20100386,modular_market
0.44250000,0.10000000,0.63600386,7,0,-0.19350386,modular_market
0.45000000,0.10000000,0.63600386,7,0,-0.18600386,modular_market
0.45750000,0.10000000,0.63600386,7,0,-0.17850386,modular_market
0.46500000,0.10000000,0.63600386,7,0,-0.17100386,modular_market
0.47250000,0.10000000,0.63600386,7,0,-0.16350386,modular_market
0.48000000,0.10000000,0.63600386,7,0,-0.15600386,modular_market
0.48750000,0.10000000,0.63600386,7,0,-0.14850386,modular_market
0.49500000,0.10000000,0.63600386,7,0,-0.14100386,modular_market
0.50250000,0.10000000,0.63600386,7,0,-0.13350386,modular_market
0.51000000,0.10000000,0.63600386,7,0,-0.12600386,modular_market
0.51750000,0.10000000,0.63600386,7,0,-0.11850386,modular_market
0.52500000,0.10000000,0.63600386,7,0,-0.11100386,modular_market
0.53250000,0.10000000,0.63600386,7,0,-0.10350386,modular_market
0.54000000,0.10000000,0.63600386,7,0,-0.09600386,modular_market
0.54750000,0.10000000,0.63600386,7,0,-0.08850386,modular_market
0.55500000,0.10000000,0.63600386,7,0,-0.08100386,modular_market
0.56250000,0.10000000,0.63600386,7,0,-0.07350386,modular_market
0.57000000,0.10000000,0.63600386,7,0,-0.06600386,modular_market
0.57750000,0.10000000,0.63600386,7,0,-0.05850386,modular_market
0.58500000,0.10000000,0.63600386,7,0,-0.05100386,modular_market
0.59250000,0.10000000,0.63600386,7,0,-0.04350386,modular_market
0.60000000,0.10000000,0.63600386,7,0,-0.03600386,modular_market
0.60750000,0.10000000,0.63600386,7,0,-0.02850386,modular_market
0.61500000,0.10000000,0.63600386,7,0,-0.02100386,modular_market
0.62250000,0.10000000,0.63600386,7,0,-0.01350386,modular_market
0.63000000,0.10000000,0.63600386,7,0,-0.00600386,modular_market
0.63750000,0.10000000,0.63600386,7,7,0.00149614,finite_rollup
0.64500000,0.10000000,0.63600386,7,7,0.00899614,finite_rollup
0.65250000,0.10000000,0.63600386,7,7,0.01649614,finite_rollup
0.66000000,0.10000000,0.63600386,7,7,0.02399614,finite_rollup
0.66750000,0.10000000,0.63600386,7,7,0.03149614,finite_rollup
